image,label,width,height,file_size_bytes,stratum,class_0_objects,class_1_objects
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_334_0864acad.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_334_0864acad.txt,3024,4032,8304440,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_361_5889f033.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_361_5889f033.txt,3024,4032,8213926,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_010_0371f561.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_010_0371f561.txt,2268,4032,3623526,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_412_7a1ab9b9.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_412_7a1ab9b9.txt,4032,3024,6449439,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_087_12b74a7b.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_087_12b74a7b.txt,3024,4032,6504021,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_071_71ec799d.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_071_71ec799d.txt,3024,4032,6090990,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_297_720192bb.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_297_720192bb.txt,4032,3024,6004178,class_0_only,2,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_130_262e13ed.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_130_262e13ed.txt,3024,4032,6566608,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_110_bea3f20c.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_110_bea3f20c.txt,3024,4032,6237141,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_249_85019915.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_249_85019915.txt,3024,4032,7299030,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_405_900b4bd9.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_405_900b4bd9.txt,4032,3024,7868507,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_170_9a5681ea.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_170_9a5681ea.txt,3024,4032,6063849,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_102_9fd54937.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_102_9fd54937.txt,3024,4032,6623733,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_429_c19a3bdf.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_429_c19a3bdf.txt,3024,4032,8174089,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_005_b8a526cd.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_005_b8a526cd.txt,2268,4032,3801330,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_298_c9cbfd0d.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_298_c9cbfd0d.txt,4032,3024,5405720,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_117_cd2ba11e.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_117_cd2ba11e.txt,3024,4032,8023602,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_315_068560b1.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_315_068560b1.txt,3024,4032,7895297,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_100_bd7d9b7b.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_100_bd7d9b7b.txt,3024,4032,6451601,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_431_e9637963.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_431_e9637963.txt,3024,4032,8427710,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_258_850e6dda.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_258_850e6dda.txt,3024,4032,5733394,class_0_only,2,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_166_db6fce3c.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_166_db6fce3c.txt,3024,4032,6222389,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_106_a0582701.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_106_a0582701.txt,3024,4032,5979445,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_403_a86fbcb8.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_403_a86fbcb8.txt,3024,4032,7884577,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_097_70190806.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_097_70190806.txt,3024,4032,6098099,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_124_8b4b9207.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_124_8b4b9207.txt,3024,4032,6747072,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_321_dacde995.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_321_dacde995.txt,3024,4032,8223321,class_0_only,2,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_105_0779b46e.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_105_0779b46e.txt,3024,4032,5803705,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_134_c5375c1c.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_134_c5375c1c.txt,3024,4032,6004360,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_090_7b286e26.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_090_7b286e26.txt,3024,4032,6961832,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_132_ea984938.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_132_ea984938.txt,3024,4032,6753414,class_0_only,1,0
/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/images/train/image_319_ae119154.jpg,/content/Rock_Burial_RaspberryPi_Edge_Deployment_FINAL_OPTIMIZED/04_int8_calibration_200/labels/train/image_319_ae119154.txt,3024,4032,8420946,class_0_only,1,0
